Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate
4715,3,3 BR DETACHED HOUSE,02-06-16,15-06-16,23-06-16,RGS,206,13,8,21,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,14-10-15,23-10-15,26-10-15,RGS,206,9,3,12,BANANA,CALLIDE
4715,2,2 BR DETACHED HOUSE,04-03-16,16-03-16,23-03-16,RGS,206,12,7,19,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,09-09-15,18-09-15,24-09-15,RGS,206,9,6,15,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,23-10-15,04-11-15,05-11-15,RGS,206,12,1,13,BANANA,CALLIDE
4715,1,1 BR SENIOR UNIT,01-12-15,11-12-15,17-12-15,SNR,206,10,6,16,BANANA,CALLIDE
4715,1,1 BR SENIOR UNIT,24-08-15,03-09-15,06-10-15,SNR,206,10,33,43,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,14-12-15,17-12-15,18-12-15,RGS,206,3,1,4,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,26-02-16,10-03-16,16-03-16,RGS,206,13,6,19,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,25-09-15,13-10-15,15-10-15,RGS,206,18,2,20,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,11-03-16,13-04-16,13-04-16,RGS,206,33,0,33,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,29-03-16,06-04-16,13-04-16,RGS,206,8,7,15,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,16-05-16,09-06-16,09-06-16,RGS,206,24,0,24,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,24-08-15,02-09-15,02-09-15,RGS,206,9,0,9,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,27-10-15,06-11-15,17-11-15,RGS,206,10,11,21,BANANA,CALLIDE
4715,2,2 BR ATTACHED HOUSING,14-10-15,23-10-15,26-10-15,RGS,206,9,3,12,BANANA,CALLIDE
4715,2,2 BR ATTACHED HOUSING,29-02-16,10-03-16,16-03-16,RGS,206,10,6,16,BANANA,CALLIDE
4715,3,3 BR DETACHED HOUSE,09-03-16,21-03-16,30-03-16,RGS,206,12,9,21,BANANA,CALLIDE
4575,2,2 BR DUPLEX,03-07-15,21-07-15,10-08-15,RGS,205,18,20,38,SUNSHINE COAST,KAWANA
4575,2,2 BR DUPLEX,13-06-16,21-06-16,30-06-16,RGS,205,8,9,17,SUNSHINE COAST,KAWANA
4575,3,3 BR DETACHED HOUSE,28-09-15,08-10-15,21-10-15,RGS,205,10,13,23,SUNSHINE COAST,KAWANA
4300,3,3 BR DETACHED HOUSE,10-07-15,04-08-15,21-08-15,RGS,102,25,17,42,IPSWICH,BUNDAMBA
4300,3,3 BR DETACHED HOUSE,18-02-16,07-03-16,08-03-16,RGS,102,18,1,19,IPSWICH,BUNDAMBA
4300,2,2 BR ATTACHED HOUSING,11-08-15,09-09-15,09-09-15,RGS,102,29,0,29,IPSWICH,BUNDAMBA
4300,2,2 BR ATTACHED HOUSING,09-05-16,18-05-16,26-05-16,RGS,102,9,8,17,IPSWICH,BUNDAMBA
4300,2,2 BR ATTACHED HOUSING,03-08-15,26-08-15,27-08-15,RGS,102,23,1,24,IPSWICH,BUNDAMBA
4300,2,2 BR ATTACHED HOUSING,23-06-15,08-07-15,08-07-15,RGS,102,15,0,15,IPSWICH,BUNDAMBA
4300,2,2 BR ATTACHED HOUSING,12-05-16,25-05-16,27-05-16,RGS,102,13,2,15,IPSWICH,BUNDAMBA
4225,1,1 BR SENIOR UNIT,25-05-16,03-06-16,16-06-16,SNR,204,9,13,22,GOLD COAST,CURRUMBIN
4225,1,1 BR SENIOR UNIT,17-07-15,28-07-15,03-08-15,SNR,204,11,6,17,GOLD COAST,CURRUMBIN
4207,4,4 BR DETACHED HOUSE,13-11-15,27-11-15,04-12-15,RGS,101,14,7,21,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,01-02-16,15-02-16,16-02-16,RGS,101,14,1,15,LOGAN,WATERFORD
4207,3,3 BR DETACHED HOUSE,13-08-15,28-08-15,03-09-15,RGS,101,15,6,21,LOGAN,WATERFORD
4207,3,3 BR DETACHED HOUSE,11-01-16,28-01-16,01-02-16,RGS,101,17,4,21,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,10-11-15,26-11-15,27-11-15,RGS,101,16,1,17,LOGAN,COOMERA
4207,2,2 BR APARTMENT,03-12-15,04-12-15,10-12-15,RGS,101,1,6,7,LOGAN,COOMERA
4207,2,2 BR APARTMENT,03-12-15,04-12-15,08-12-15,RGS,101,1,4,5,LOGAN,COOMERA
4207,2,2 BR APARTMENT,03-12-15,04-12-15,08-12-15,RGS,101,1,4,5,LOGAN,COOMERA
4207,2,2 BR APARTMENT,03-12-15,04-12-15,08-12-15,RGS,101,1,4,5,LOGAN,COOMERA
4207,2,2 BR APARTMENT,08-12-15,08-12-15,08-12-15,RGS,101,0,0,0,LOGAN,COOMERA
4207,1,1 BR APARTMENT,14-12-15,15-12-15,15-12-15,RGS,101,1,0,1,LOGAN,COOMERA
4207,1,1 BR APARTMENT,03-12-15,04-12-15,14-12-15,RGS,101,1,10,11,LOGAN,COOMERA
4207,1,1 BR APARTMENT,03-12-15,04-12-15,09-12-15,RGS,101,1,5,6,LOGAN,COOMERA
4207,1,1 BR APARTMENT,03-12-15,04-12-15,14-12-15,RGS,101,1,10,11,LOGAN,COOMERA
4207,1,1 BR APARTMENT,03-12-15,04-12-15,10-12-15,RGS,101,1,6,7,LOGAN,COOMERA
4207,1,1 BR APARTMENT,03-12-15,04-12-15,11-12-15,RGS,101,1,7,8,LOGAN,COOMERA
4207,1,1 BR APARTMENT,03-12-15,04-12-15,08-12-15,RGS,101,1,4,5,LOGAN,COOMERA
4207,1,1 BR APARTMENT,03-12-15,04-12-15,11-12-15,RGS,101,1,7,8,LOGAN,COOMERA
4207,1,1 BR APARTMENT,03-12-15,04-12-15,07-12-15,RGS,101,1,3,4,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,25-09-15,25-09-15,25-09-15,RGS,101,0,0,0,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,04-02-16,12-02-16,17-02-16,RGS,101,8,5,13,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,18-12-15,12-01-16,14-01-16,RGS,101,25,2,27,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,18-12-15,15-01-16,21-01-16,RGS,101,28,6,34,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,14-12-15,24-12-15,11-01-16,RGS,101,10,18,28,LOGAN,COOMERA
4207,5,5 BR DETACHED HOUSE,08-09-15,18-09-15,23-09-15,RGS,101,10,5,15,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,30-11-15,15-12-15,06-01-16,RGS,101,15,22,37,LOGAN,COOMERA
4207,4,4 BR DETACHED HOUSE,27-11-15,17-12-15,21-12-15,RGS,101,20,4,24,LOGAN,WATERFORD
4207,3,3 BR DETACHED HOUSE,17-12-15,12-01-16,05-02-16,RGS,101,26,24,50,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,11-09-15,22-09-15,02-10-15,RGS,101,11,10,21,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,02-06-16,22-06-16,27-06-16,RGS,101,20,5,25,LOGAN,COOMERA
4207,2,2 BR DUPLEX,29-09-15,12-10-15,14-10-15,RGS,101,13,2,15,LOGAN,COOMERA
4207,1,1 BR SENIOR UNIT,23-03-16,07-04-16,11-05-16,SNR,101,15,34,49,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,10-07-15,20-07-15,20-07-15,SNR,101,10,0,10,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,10-07-15,10-07-15,10-07-15,SNR,101,0,0,0,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,12-04-16,21-04-16,05-05-16,SNR,101,9,14,23,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,27-07-15,11-08-15,12-08-15,SNR,101,15,1,16,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,07-09-15,15-09-15,22-09-15,SNR,101,8,7,15,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,07-12-15,21-12-15,23-12-15,SNR,101,14,2,16,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,24-12-15,18-01-16,25-01-16,SNR,101,25,7,32,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,04-08-15,14-08-15,17-08-15,SNR,101,10,3,13,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,24-11-15,03-12-15,09-12-15,SNR,101,9,6,15,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,08-06-16,20-06-16,23-06-16,SNR,101,12,3,15,LOGAN,WATERFORD
4207,3,3 BR DETACHED HOUSE,01-12-15,21-12-15,05-01-16,RGS,101,20,15,35,LOGAN,COOMERA
4207,1,1 BR APARTMENT,16-12-15,22-12-15,22-01-16,RGS,101,6,31,37,LOGAN,WATERFORD
4207,2,2 BR APARTMENT,03-08-15,21-08-15,26-08-15,RGS,101,18,5,23,LOGAN,COOMERA
4207,3,3 BR CLUSTER HOUSING,03-09-15,15-09-15,17-09-15,RGS,101,12,2,14,LOGAN,ALBERT
4207,1,1 BR SENIOR UNIT,26-10-15,03-11-15,05-11-15,SNR,101,8,2,10,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,19-04-16,03-05-16,17-05-16,SNR,101,14,14,28,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,22-07-15,03-08-15,05-08-15,SNR,101,12,2,14,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,07-08-15,25-08-15,02-09-15,SNR,101,18,8,26,LOGAN,WATERFORD
4207,1,1 BR SENIOR UNIT,12-02-16,23-02-16,25-02-16,SNR,101,11,2,13,LOGAN,WATERFORD
4207,2,2 BR APARTMENT,12-10-15,20-10-15,04-11-15,RGS,101,8,15,23,LOGAN,WATERFORD
4207,2,2 BR APARTMENT,15-07-15,24-07-15,24-07-15,RGS,101,9,0,9,LOGAN,WATERFORD
4207,3,3 BR DETACHED HOUSE,30-05-16,07-06-16,10-06-16,RGS,101,8,3,11,LOGAN,COOMERA
4207,3,3 BR DETACHED HOUSE,14-12-15,08-01-16,15-01-16,RGS,101,25,7,32,LOGAN,WATERFORD
4560,3,3 BR DETACHED HOUSE,17-07-15,05-08-15,03-09-15,RGS,205,19,29,48,SUNSHINE COAST,NICKLIN
4560,2,2 BR DETACHED HOUSE,17-08-15,01-09-15,20-10-15,RGS,205,15,49,64,SUNSHINE COAST,NICKLIN
4717,3,3 BR DETACHED HOUSE,04-01-16,16-02-16,16-02-16,RGS,211,43,0,43,CENTRAL HIGHLANDS,GREGORY
4717,3,3 BR DETACHED HOUSE,30-05-16,10-06-16,10-06-16,RGS,211,11,0,11,CENTRAL HIGHLANDS,GREGORY
4717,3,3 BR DETACHED HOUSE,12-05-16,03-06-16,06-06-16,RGS,211,22,3,25,CENTRAL HIGHLANDS,GREGORY
4717,3,3 BR DETACHED HOUSE,19-05-16,19-05-16,19-05-16,RGS,211,0,0,0,CENTRAL HIGHLANDS,GREGORY
4717,3,3 BR DETACHED HOUSE,18-02-16,31-05-16,31-05-16,RGS,211,103,0,103,CENTRAL HIGHLANDS,GREGORY
4717,3,3 BR DETACHED HOUSE,18-02-16,30-03-16,30-03-16,RGS,211,41,0,41,CENTRAL HIGHLANDS,GREGORY
4717,3,3 BR DETACHED HOUSE,22-03-16,18-04-16,18-04-16,RGS,211,27,0,27,CENTRAL HIGHLANDS,GREGORY
4717,3,3 BR DETACHED HOUSE,11-04-16,09-05-16,09-05-16,RGS,211,28,0,28,CENTRAL HIGHLANDS,GREGORY
4717,3,3 BR DETACHED HOUSE,21-01-16,17-02-16,17-02-16,RGS,211,27,0,27,CENTRAL HIGHLANDS,GREGORY
4124,3,3 BR DETACHED HOUSE,24-09-15,24-09-15,25-09-15,RGS,101,0,1,1,LOGAN,ALGESTER
4124,3,3 BR DETACHED HOUSE,25-09-15,28-09-15,30-09-15,RGS,101,3,2,5,LOGAN,ALGESTER
4829,3,3 BR DETACHED HOUSE,18-03-15,08-05-15,31-07-15,AHG,209,51,84,135,BOULIA,MOUNT ISA
4829,3,3 BR DETACHED HOUSE,13-08-15,14-08-15,17-09-15,AHG,209,1,34,35,BOULIA,MOUNT ISA
4805,2,2 BR CLUSTER HOUSING,05-08-15,14-08-15,17-08-15,RGS,203,9,3,12,WHITSUNDAY,BURDEKIN
4680,3,3 BR DETACHED HOUSE,16-11-15,01-12-15,02-12-15,RGS,212,15,1,16,GLADSTONE,GLADSTONE
4680,3,3 BR DETACHED HOUSE,01-02-16,26-02-16,09-03-16,RGS,212,25,12,37,GLADSTONE,GLADSTONE
4680,5,5 BR DETACHED HOUSE,10-07-15,10-07-15,10-07-15,RGS,212,0,0,0,GLADSTONE,GLADSTONE
4500,3,3 BR DETACHED HOUSE,07-08-15,19-08-15,31-08-15,RGS,103,12,12,24,MORETON BAY,PINE RIVERS
4500,3,3 BR DETACHED HOUSE,23-05-16,30-05-16,03-06-16,RGS,103,7,4,11,MORETON BAY,PINE RIVERS
4500,3,3 BR DETACHED HOUSE,15-01-16,29-01-16,03-03-16,RGS,103,14,34,48,MORETON BAY,PINE RIVERS
4500,3,3 BR DETACHED HOUSE,31-05-16,14-06-16,16-06-16,RGS,103,14,2,16,MORETON BAY,PINE RIVERS
4500,3,3 BR DETACHED HOUSE,29-01-16,29-01-16,29-01-16,RGS,103,0,0,0,MORETON BAY,PINE RIVERS
4500,1,1 BR SENIOR UNIT,03-08-15,13-08-15,27-08-15,SNR,103,10,14,24,MORETON BAY,PINE RIVERS
4500,2,2 BR DETACHED HOUSE,27-07-15,07-08-15,14-08-15,RGS,103,11,7,18,MORETON BAY,PINE RIVERS
4500,3,3 BR DUAL OCCUPANCY,28-10-15,02-11-15,04-11-15,AHG,103,5,2,7,MORETON BAY,PINE RIVERS
4118,4,4 BR DETACHED HOUSE,18-02-16,11-03-16,16-03-16,RGS,101,22,5,27,LOGAN,LOGAN
4118,3,3 BR DETACHED HOUSE,27-05-16,07-06-16,08-06-16,RGS,101,11,1,12,LOGAN,LOGAN
4118,3,3 BR DETACHED HOUSE,03-06-16,21-06-16,27-06-16,RGS,101,18,6,24,LOGAN,LOGAN
4118,3,3 BR DETACHED HOUSE,08-03-16,22-03-16,30-03-16,RGS,101,14,8,22,LOGAN,LOGAN
4118,3,3 BR DETACHED HOUSE,18-12-15,05-02-16,09-02-16,RGS,101,49,4,53,LOGAN,LOGAN
4505,3,3 BR DETACHED HOUSE,22-02-16,11-03-16,22-03-16,RGS,103,18,11,29,MORETON BAY,MORAYFIELD
4505,3,3 BR DETACHED HOUSE,15-06-15,02-07-15,06-07-15,RGS,103,17,4,21,MORETON BAY,MORAYFIELD
4505,3,3 BR DETACHED HOUSE,12-01-16,02-02-16,08-02-16,RGS,103,21,6,27,MORETON BAY,MORAYFIELD
4505,3,3 BR DETACHED HOUSE,09-06-15,24-06-15,02-07-15,RGS,103,15,8,23,MORETON BAY,MORAYFIELD
4505,3,3 BR DETACHED HOUSE,07-04-16,18-04-16,19-04-16,RGS,103,11,1,12,MORETON BAY,MORAYFIELD
4505,3,3 BR DETACHED HOUSE,27-04-16,28-04-16,28-04-16,RGS,103,1,0,1,MORETON BAY,MORAYFIELD
4505,2,2 BR DUPLEX,07-01-16,27-01-16,08-02-16,RGS,103,20,12,32,MORETON BAY,MORAYFIELD
4507,1,1 BR SENIOR UNIT,25-11-15,04-12-15,17-12-15,SNR,103,9,13,22,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,24-03-16,06-04-16,21-04-16,SNR,103,13,15,28,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,20-05-16,31-05-16,08-06-16,SNR,103,11,8,19,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,07-06-16,20-06-16,29-06-16,SNR,103,13,9,22,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,15-12-15,04-01-16,14-01-16,SNR,103,20,10,30,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,13-04-16,19-04-16,20-04-16,SNR,103,6,1,7,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,22-02-16,03-03-16,23-03-16,SNR,103,10,20,30,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,04-02-16,15-02-16,22-02-16,SNR,103,11,7,18,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,08-10-15,23-10-15,28-10-15,SNR,103,15,5,20,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,02-11-15,18-11-15,03-12-15,SNR,103,16,15,31,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,22-04-16,22-04-16,22-04-16,SNR,103,0,0,0,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,30-03-16,08-04-16,15-04-16,SNR,103,9,7,16,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,22-04-16,09-05-16,16-05-16,SNR,103,17,7,24,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,29-06-15,08-07-15,13-07-15,SNR,103,9,5,14,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,17-05-16,30-05-16,10-06-16,SNR,103,13,11,24,MORETON BAY,PUMICESTONE
4507,1,1 BR SENIOR UNIT,01-02-16,09-02-16,17-02-16,SNR,103,8,8,16,MORETON BAY,PUMICESTONE
4507,2,2 BR ATTACHED HOUSING,07-10-15,23-10-15,16-11-15,RGS,103,16,24,40,MORETON BAY,PUMICESTONE
4507,1,1 BR APARTMENT,02-11-15,19-11-15,08-12-15,RGS,103,17,19,36,MORETON BAY,PUMICESTONE
4507,1,1 BR APARTMENT,01-06-16,15-06-16,23-06-16,RGS,103,14,8,22,MORETON BAY,PUMICESTONE
4507,1,1 BR APARTMENT,19-02-16,03-03-16,24-03-16,RGS,103,13,21,34,MORETON BAY,PUMICESTONE
4507,2,2 BR ATTACHED HOUSING,20-01-16,20-01-16,20-01-16,RGS,103,0,0,0,MORETON BAY,PUMICESTONE
4507,2,2 BR ATTACHED HOUSING,20-01-16,02-02-16,09-02-16,RGS,103,13,7,20,MORETON BAY,PUMICESTONE
4507,3,3 BR DETACHED HOUSE,19-04-16,19-05-16,25-05-16,RGS,103,30,6,36,MORETON BAY,PUMICESTONE
4507,1,1 BR APARTMENT,19-11-15,30-11-15,03-12-15,RGS,103,11,3,14,MORETON BAY,PUMICESTONE
4507,1,1 BR APARTMENT,19-11-15,30-11-15,11-12-15,RGS,103,11,11,22,MORETON BAY,PUMICESTONE
4507,5,5 BR DETACHED HOUSE,27-10-15,11-11-15,03-12-15,RGS,103,15,22,37,MORETON BAY,PUMICESTONE
4507,2,2 BR DUAL OCCUPANCY,27-04-16,12-05-16,13-05-16,AHG,103,15,1,16,MORETON BAY,PUMICESTONE
4507,2,2 BR DETACHED HOUSE,14-12-15,04-01-16,08-01-16,RGS,103,21,4,25,MORETON BAY,PUMICESTONE
4507,2,2 BR ATTACHED HOUSING,06-04-16,22-04-16,05-05-16,RGS,103,16,13,29,MORETON BAY,PUMICESTONE
4659,3,3 BR DETACHED HOUSE,01-04-16,18-04-16,20-04-16,RGS,213,17,2,19,FRASER COAST,MARYBOROUGH
4220,1,1 BR SENIOR UNIT,08-07-15,13-07-15,20-07-15,SNR,204,5,7,12,GOLD COAST,BURLEIGH
4220,1,1 BR SENIOR UNIT,11-09-15,16-09-15,25-09-15,SNR,204,5,9,14,GOLD COAST,BURLEIGH
4220,1,1 BR SENIOR UNIT,18-03-16,24-03-16,01-04-16,SNR,204,6,8,14,GOLD COAST,BURLEIGH
4220,1,1 BR SENIOR UNIT,29-06-15,08-07-15,13-07-15,SNR,204,9,5,14,GOLD COAST,BURLEIGH
4220,1,1 BR SENIOR UNIT,29-01-16,05-02-16,17-02-16,SNR,204,7,12,19,GOLD COAST,BURLEIGH
4220,1,1 BR SENIOR UNIT,19-04-16,21-04-16,12-05-16,SNR,204,2,21,23,GOLD COAST,BURLEIGH
4220,1,1 BR APARTMENT,31-08-15,04-09-15,09-09-15,RGS,204,4,5,9,GOLD COAST,BURLEIGH
4750,3,3 BR DETACHED HOUSE,10-12-15,21-12-15,18-04-16,RGS,203,11,119,130,MACKAY,WHITSUNDAY
4750,3,3 BR DETACHED HOUSE,29-04-16,12-05-16,13-06-16,RGS,203,13,32,45,MACKAY,WHITSUNDAY
4556,1,1 BR SENIOR UNIT,10-11-15,17-11-15,10-12-15,SNR,205,7,23,30,SUNSHINE COAST,BUDERIM
4556,3,3 BR DETACHED HOUSE,20-11-15,15-12-15,22-12-15,RGS,205,25,7,32,SUNSHINE COAST,BUDERIM
4556,1,1 BR SENIOR UNIT,16-06-15,02-07-15,14-08-15,SNR,205,16,43,59,SUNSHINE COAST,BUDERIM
4556,6,6 BR DETACHED HOUSE,22-07-15,26-08-15,08-09-15,RGS,205,35,13,48,SUNSHINE COAST,BUDERIM
4556,2,2 BR ATTACHED HOUSING,15-09-15,23-09-15,28-09-15,RGS,205,8,5,13,SUNSHINE COAST,BUDERIM
4510,3,3 BR DETACHED HOUSE,07-01-16,20-01-16,23-02-16,RGS,103,13,34,47,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,13-08-15,31-08-15,10-09-15,RGS,103,18,10,28,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,14-08-15,28-08-15,10-09-15,RGS,103,14,13,27,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,09-09-15,24-09-15,09-10-15,RGS,103,15,15,30,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,22-02-16,03-03-16,14-03-16,RGS,103,10,11,21,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,27-10-15,12-11-15,30-11-15,RGS,103,16,18,34,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,20-04-16,04-05-16,16-05-16,RGS,103,14,12,26,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,13-10-15,11-11-15,01-12-15,RGS,103,29,20,49,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,14-12-15,14-12-15,18-12-15,RGS,103,0,4,4,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,30-06-15,16-07-15,20-07-15,RGS,103,16,4,20,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,10-12-15,21-12-15,04-01-16,RGS,103,11,14,25,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,09-03-16,18-03-16,20-04-16,RGS,103,9,33,42,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,08-12-15,18-12-15,23-12-15,RGS,103,10,5,15,MORETON BAY,PUMICESTONE
4510,2,2 BR APARTMENT,04-04-16,13-04-16,14-04-16,RGS,103,9,1,10,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,17-08-15,31-08-15,01-10-15,SNR,103,14,31,45,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,23-12-15,08-01-16,13-01-16,SNR,103,16,5,21,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,19-08-15,31-08-15,15-09-15,SNR,103,12,15,27,MORETON BAY,PUMICESTONE
4510,2,2 BR ATTACHED HOUSING,27-04-16,12-05-16,17-05-16,RGS,103,15,5,20,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,15-01-16,27-01-16,15-02-16,SNR,103,12,19,31,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,11-04-16,21-04-16,03-05-16,SNR,103,10,12,22,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,23-09-15,07-10-15,12-10-15,SNR,103,14,5,19,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,28-08-15,03-09-15,21-09-15,SNR,103,6,18,24,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,11-12-15,21-12-15,06-01-16,SNR,103,10,16,26,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,19-08-15,02-09-15,15-09-15,RGS,103,14,13,27,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,23-05-16,31-05-16,08-06-16,RGS,103,8,8,16,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,29-09-15,09-10-15,21-10-15,RGS,103,10,12,22,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,28-08-15,08-09-15,10-09-15,RGS,103,11,2,13,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,17-05-16,31-05-16,13-06-16,SNR,103,14,13,27,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,30-10-15,19-11-15,16-12-15,SNR,103,20,27,47,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,03-09-15,18-09-15,25-09-15,RGS,103,15,7,22,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,22-04-16,18-05-16,23-05-16,RGS,103,26,5,31,MORETON BAY,PUMICESTONE
4510,4,4 BR DETACHED HOUSE,18-09-15,02-10-15,08-10-15,RGS,103,14,6,20,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,14-06-16,14-06-16,14-06-16,RGS,103,0,0,0,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,06-07-15,20-07-15,21-07-15,RGS,103,14,1,15,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,17-08-15,28-08-15,10-09-15,RGS,103,11,13,24,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,12-10-15,26-10-15,26-10-15,RGS,103,14,0,14,MORETON BAY,PUMICESTONE
4510,4,4 BR DETACHED HOUSE,11-04-16,29-04-16,04-05-16,RGS,103,18,5,23,MORETON BAY,MORAYFIELD
4510,2,2 BR ATTACHED HOUSING,30-06-15,09-07-15,15-07-15,RGS,103,9,6,15,MORETON BAY,PUMICESTONE
4510,2,2 BR ATTACHED HOUSING,25-01-16,28-01-16,28-01-16,RGS,103,3,0,3,MORETON BAY,PUMICESTONE
4510,1,1 BR SENIOR UNIT,08-12-15,21-12-15,08-01-16,SNR,103,13,18,31,MORETON BAY,PUMICESTONE
4510,2,2 BR DUPLEX,30-11-15,11-12-15,17-12-15,RGS,103,11,6,17,MORETON BAY,PUMICESTONE
4510,3,3 BR DETACHED HOUSE,06-07-15,16-07-15,21-07-15,RGS,103,10,5,15,MORETON BAY,MORAYFIELD
4510,3,3 BR DETACHED HOUSE,27-05-16,09-06-16,14-06-16,RGS,103,13,5,18,MORETON BAY,PUMICESTONE
4510,3,3 BR CLUSTER HOUSING,28-10-15,11-11-15,11-12-15,RGS,103,14,30,44,MORETON BAY,GLASS HOUSE
4510,2,2 BR CLUSTER HOUSING,20-10-15,26-10-15,13-11-15,RGS,103,6,18,24,MORETON BAY,GLASS HOUSE
4510,2,2 BR CLUSTER HOUSING,03-03-16,15-03-16,13-04-16,RGS,103,12,29,41,MORETON BAY,GLASS HOUSE
4510,2,2 BR ATTACHED HOUSING,01-12-15,16-12-15,18-12-15,RGS,103,15,2,17,MORETON BAY,PUMICESTONE
