Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate
4810,2,2 BR DUAL OCCUPANCY,14-10-15,22-10-15,02-03-16,AHG,201,8,132,140,TOWNSVILLE,TOWNSVILLE
4814,2,2 BR ATTACHED HOUSING,29-06-15,09-07-15,10-08-15,RGS,201,10,32,42,TOWNSVILLE,TOWNSVILLE
4811,2,2 BR DUPLEX,26-02-16,26-02-16,14-03-16,RGS,201,0,17,17,TOWNSVILLE,BURDEKIN
4810,2,2 BR APARTMENT,14-09-15,23-09-15,02-11-15,RGS,201,9,40,49,TOWNSVILLE,TOWNSVILLE
4810,2,2 BR APARTMENT,26-02-16,04-03-16,20-04-16,RGS,201,7,47,54,TOWNSVILLE,TOWNSVILLE
4817,2,2 BR DUPLEX,22-12-15,07-01-16,18-02-16,RGS,201,16,42,58,TOWNSVILLE,MUNDINGBURRA
4812,1,1 BR APARTMENT,10-05-16,17-05-16,08-06-16,RGS,201,7,22,29,TOWNSVILLE,TOWNSVILLE
4812,1,1 BR APARTMENT,15-09-15,23-09-15,23-10-15,RGS,201,8,30,38,TOWNSVILLE,TOWNSVILLE
4812,1,1 BR APARTMENT,10-03-16,18-03-16,23-03-16,RGS,201,8,5,13,TOWNSVILLE,TOWNSVILLE
4815,3,3 BR DETACHED HOUSE,12-06-15,24-06-15,15-07-15,RGS,201,12,21,33,TOWNSVILLE,THURINGOWA
4815,3,3 BR DETACHED HOUSE,10-12-15,22-12-15,04-03-16,RGS,201,12,73,85,TOWNSVILLE,THURINGOWA
4814,2,2 BR DUPLEX,04-06-15,22-06-15,23-07-15,AHG,201,18,31,49,TOWNSVILLE,TOWNSVILLE
4810,2,2 BR DUPLEX,19-11-15,24-11-15,22-12-15,AHG,201,5,28,33,TOWNSVILLE,TOWNSVILLE
4810,2,2 BR DUPLEX,02-07-15,07-07-15,04-08-15,AHG,201,5,28,33,TOWNSVILLE,TOWNSVILLE
4815,2,2 BR DUPLEX,06-05-16,16-05-16,26-05-16,AHG,201,10,10,20,TOWNSVILLE,THURINGOWA
4814,3,3 BR DETACHED HOUSE,23-02-16,23-02-16,23-02-16,AHG,201,0,0,0,TOWNSVILLE,MUNDINGBURRA
4814,4,4 BR DETACHED HOUSE,11-03-16,29-03-16,03-05-16,AHG,201,18,35,53,TOWNSVILLE,MUNDINGBURRA
4812,3,3 BR DETACHED HOUSE,14-01-16,11-02-16,10-03-16,AHG,201,28,28,56,TOWNSVILLE,TOWNSVILLE
4812,3,3 BR DETACHED HOUSE,04-06-15,15-06-15,19-08-15,AHG,201,11,65,76,TOWNSVILLE,MUNDINGBURRA
4814,3,3 BR DETACHED HOUSE,02-10-15,06-10-15,06-10-15,AHG,201,4,0,4,TOWNSVILLE,MUNDINGBURRA
4814,4,4 BR DETACHED HOUSE,21-12-15,07-01-16,03-02-16,AHG,201,17,27,44,TOWNSVILLE,MUNDINGBURRA
4814,3,3 BR DETACHED HOUSE,10-09-15,21-09-15,13-11-15,AHG,201,11,53,64,TOWNSVILLE,MUNDINGBURRA
4815,3,3 BR DETACHED HOUSE,06-05-16,23-05-16,03-06-16,AHG,201,17,11,28,TOWNSVILLE,THURINGOWA
4814,3,3 BR DETACHED HOUSE,06-08-15,14-08-15,02-10-15,AHG,201,8,49,57,TOWNSVILLE,TOWNSVILLE
4817,4,4 BR DETACHED HOUSE,17-06-15,07-07-15,13-07-15,AHG,201,20,6,26,TOWNSVILLE,MUNDINGBURRA
4815,3,3 BR DETACHED HOUSE,27-01-16,05-02-16,13-04-16,AHG,201,9,68,77,TOWNSVILLE,THURINGOWA
4812,3,3 BR DETACHED HOUSE,03-02-16,17-02-16,16-03-16,AHG,201,14,28,42,TOWNSVILLE,MUNDINGBURRA
4815,3,3 BR DETACHED HOUSE,04-04-16,04-04-16,04-04-16,AHG,201,0,0,0,TOWNSVILLE,THURINGOWA
4815,3,3 BR DETACHED HOUSE,09-09-15,18-09-15,22-10-15,AHG,201,9,34,43,TOWNSVILLE,THURINGOWA
4815,3,3 BR DETACHED HOUSE,16-03-16,30-03-16,22-04-16,AHG,201,14,23,37,TOWNSVILLE,THURINGOWA
4814,4,4 BR DETACHED HOUSE,06-08-15,06-08-15,06-08-15,AHG,201,0,0,0,TOWNSVILLE,TOWNSVILLE
4817,4,4 BR DETACHED HOUSE,15-10-15,27-10-15,15-12-15,AHG,201,12,49,61,TOWNSVILLE,THURINGOWA
4814,3,3 BR DETACHED HOUSE,24-12-15,12-01-16,20-01-16,AHG,201,19,8,27,TOWNSVILLE,MUNDINGBURRA
4815,3,3 BR DETACHED HOUSE,20-07-15,03-08-15,02-09-15,AHG,201,14,30,44,TOWNSVILLE,THURINGOWA
4818,3,3 BR DETACHED HOUSE,23-07-15,31-07-15,07-08-15,AHG,201,8,7,15,TOWNSVILLE,THURINGOWA
4815,3,3 BR DETACHED HOUSE,26-06-15,09-07-15,17-07-15,AHG,201,13,8,21,TOWNSVILLE,THURINGOWA
4815,3,3 BR DETACHED HOUSE,06-05-16,24-05-16,15-06-16,AHG,201,18,22,40,TOWNSVILLE,THURINGOWA
4814,3,3 BR DETACHED HOUSE,24-11-15,01-12-15,10-12-15,AHG,201,7,9,16,TOWNSVILLE,TOWNSVILLE
4817,3,3 BR DETACHED HOUSE,11-11-15,25-11-15,27-11-15,AHG,201,14,2,16,TOWNSVILLE,THURINGOWA
4817,4,4 BR DETACHED HOUSE,10-08-15,18-08-15,07-09-15,RGS,201,8,20,28,TOWNSVILLE,THURINGOWA
4812,2,2 BR DUAL OCCUPANCY,27-05-15,04-06-15,20-08-15,AHG,201,8,77,85,TOWNSVILLE,MUNDINGBURRA
4814,3,3 BR DETACHED HOUSE,23-03-16,18-04-16,21-04-16,RGS,201,26,3,29,TOWNSVILLE,TOWNSVILLE
4350,2,2 BR DETACHED HOUSE,14-07-15,28-07-15,29-07-15,RGS,207,14,1,15,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,14-01-16,03-02-16,16-03-16,RGS,207,20,42,62,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,20-01-16,29-01-16,18-02-16,RGS,207,9,20,29,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR DETACHED HOUSE,21-10-15,30-10-15,15-01-16,RGS,207,9,77,86,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,27-08-15,04-09-15,17-09-15,RGS,207,8,13,21,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,28-01-16,08-02-16,29-02-16,RGS,207,11,21,32,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,14-09-15,24-09-15,29-09-15,RGS,207,10,5,15,TOOWOOMBA,TOOWOOMBA NORTH
4350,4,4 BR DETACHED HOUSE,13-10-15,26-10-15,04-11-15,RGS,207,13,9,22,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,28-10-15,24-11-15,22-12-15,RGS,207,27,28,55,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,03-03-16,11-03-16,20-05-16,RGS,207,8,70,78,TOOWOOMBA,TOOWOOMBA NORTH
4350,4,4 BR DETACHED HOUSE,25-02-16,15-03-16,24-03-16,RGS,207,19,9,28,TOOWOOMBA,TOOWOOMBA NORTH
4350,4,4 BR DETACHED HOUSE,05-02-16,05-02-16,05-02-16,RGS,207,0,0,0,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,16-11-15,25-11-15,02-02-16,RGS,207,9,69,78,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,17-03-16,24-03-16,22-04-16,RGS,207,7,29,36,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,17-03-16,03-06-16,17-06-16,RGS,207,78,14,92,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR DUPLEX,14-08-15,26-08-15,07-09-15,RGS,207,12,12,24,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,02-09-15,11-09-15,16-09-15,RGS,207,9,5,14,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR DUPLEX,10-11-15,20-11-15,04-01-16,RGS,207,10,45,55,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,07-10-15,15-10-15,04-11-15,SNR,207,8,20,28,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,14-06-16,14-06-16,14-06-16,SNR,207,0,0,0,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,06-08-15,13-08-15,28-08-15,SNR,207,7,15,22,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,04-02-16,15-02-16,01-04-16,SNR,207,11,46,57,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,04-04-16,13-04-16,26-04-16,SNR,207,9,13,22,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,19-02-16,11-03-16,15-04-16,SNR,207,21,35,56,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,11-06-15,17-06-15,02-07-15,SNR,207,6,15,21,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,25-11-15,03-02-16,03-02-16,SNR,207,70,0,70,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,21-01-16,15-02-16,10-06-16,SNR,207,25,116,141,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,30-09-15,30-09-15,12-10-15,SNR,207,0,12,12,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,27-08-15,04-09-15,29-09-15,SNR,207,8,25,33,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,12-10-15,19-10-15,28-10-15,SNR,207,7,9,16,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,12-06-15,22-06-15,08-07-15,RGS,207,10,16,26,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,05-05-16,20-05-16,27-06-16,RGS,207,15,38,53,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,14-12-15,22-12-15,03-03-16,RGS,207,8,72,80,TOOWOOMBA,CONDAMINE
4350,2,2 BR DUAL OCCUPANCY,27-01-16,05-02-16,18-03-16,RGS,207,9,42,51,TOOWOOMBA,CONDAMINE
4350,3,3 BR DETACHED HOUSE,20-01-16,19-02-16,08-03-16,RGS,207,30,18,48,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR ATTACHED HOUSING,27-01-16,05-02-16,12-04-16,RGS,207,9,67,76,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR ATTACHED HOUSING,12-11-15,04-12-15,24-12-15,RGS,207,22,20,42,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,11-03-16,14-03-16,23-05-16,RGS,207,3,70,73,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR ATTACHED HOUSING,07-03-16,21-03-16,30-03-16,RGS,207,14,9,23,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR ATTACHED HOUSING,09-05-16,17-05-16,22-06-16,RGS,207,8,36,44,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR ATTACHED HOUSING,10-11-15,18-11-15,24-12-15,RGS,207,8,36,44,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR ATTACHED HOUSING,14-03-16,24-03-16,18-05-16,RGS,207,10,55,65,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,06-06-16,06-06-16,06-06-16,RGS,207,0,0,0,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,07-10-15,14-10-15,16-10-15,SNR,207,7,2,9,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR SENIOR UNIT,20-01-16,25-01-16,15-04-16,SNR,207,5,81,86,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR SENIOR UNIT,21-09-15,30-09-15,19-11-15,SNR,207,9,50,59,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR SENIOR UNIT,03-08-15,07-08-15,11-08-15,SNR,207,4,4,8,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,26-02-16,02-03-16,29-03-16,SNR,207,5,27,32,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,16-06-15,22-06-15,08-07-15,RGS,207,6,16,22,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,11-06-15,19-06-15,03-07-15,RGS,207,8,14,22,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR DUPLEX,18-04-16,22-04-16,27-05-16,RGS,207,4,35,39,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR DUPLEX,10-08-15,20-08-15,31-08-15,RGS,207,10,11,21,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR SENIOR UNIT,29-06-15,30-06-15,07-07-15,SNR,207,1,7,8,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,23-11-15,03-12-15,18-04-16,SNR,207,10,137,147,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,21-01-16,29-01-16,13-05-16,SNR,207,8,105,113,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR ATTACHED HOUSING,20-07-15,24-07-15,06-08-15,RGS,207,4,13,17,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR ATTACHED HOUSING,22-02-16,04-03-16,16-05-16,RGS,207,11,73,84,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,16-12-15,19-01-16,29-02-16,RGS,207,34,41,75,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,27-08-15,10-09-15,16-09-15,RGS,207,14,6,20,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,25-01-16,15-02-16,25-02-16,RGS,207,21,10,31,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR ATTACHED HOUSING,22-06-15,02-07-15,28-07-15,RGS,207,10,26,36,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,05-08-15,26-08-15,31-08-15,RGS,207,21,5,26,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,12-10-15,26-10-15,13-11-15,RGS,207,14,18,32,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,07-10-15,16-10-15,18-11-15,RGS,207,9,33,42,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,27-10-15,03-11-15,27-11-15,RGS,207,7,24,31,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR DUPLEX,21-12-15,07-01-16,18-01-16,RGS,207,17,11,28,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR ATTACHED HOUSING,13-10-15,05-11-15,01-12-15,RGS,207,23,26,49,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR ATTACHED HOUSING,22-02-16,04-03-16,11-03-16,RGS,207,11,7,18,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,04-09-15,18-09-15,28-09-15,RGS,207,14,10,24,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,07-12-15,15-12-15,03-02-16,RGS,207,8,50,58,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR ATTACHED HOUSING,30-03-16,14-04-16,22-04-16,RGS,207,15,8,23,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,03-09-15,11-09-15,17-09-15,SNR,207,8,6,14,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,12-04-16,18-04-16,25-05-16,SNR,207,6,37,43,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,05-05-16,12-05-16,23-05-16,SNR,207,7,11,18,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,29-06-15,03-07-15,17-07-15,RGS,207,4,14,18,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,29-03-16,04-04-16,21-04-16,RGS,207,6,17,23,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,14-12-15,22-12-15,20-01-16,RGS,207,8,29,37,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,14-07-15,20-07-15,13-08-15,SNR,207,6,24,30,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,28-04-15,04-05-15,08-07-15,SNR,207,6,65,71,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,15-12-15,24-12-15,21-03-16,SNR,207,9,88,97,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,03-12-15,14-12-15,25-01-16,RGS,207,11,42,53,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,18-02-16,18-02-16,18-02-16,RGS,207,0,0,0,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,04-09-15,27-10-15,30-11-15,RGS,207,53,34,87,TOOWOOMBA,CONDAMINE
4350,3,3 BR CLUSTER HOUSING,30-09-15,30-09-15,30-09-15,RGS,207,0,0,0,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR CLUSTER HOUSING,10-09-15,17-09-15,29-09-15,RGS,207,7,12,19,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,27-08-15,04-09-15,11-09-15,RGS,207,8,7,15,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,02-07-15,09-07-15,21-07-15,RGS,207,7,12,19,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,23-02-16,07-03-16,30-03-16,RGS,207,13,23,36,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR APARTMENT,27-07-15,06-08-15,07-08-15,RGS,207,10,1,11,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR APARTMENT,03-12-15,18-12-15,09-02-16,RGS,207,15,53,68,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR APARTMENT,26-11-15,04-12-15,17-12-15,RGS,207,8,13,21,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,01-04-16,08-04-16,03-06-16,RGS,207,7,56,63,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,19-04-16,26-04-16,08-06-16,RGS,207,7,43,50,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR SENIOR UNIT,19-06-15,25-06-15,17-07-15,SNR,207,6,22,28,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR SENIOR UNIT,30-03-16,05-04-16,18-05-16,SNR,207,6,43,49,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR SENIOR UNIT,27-05-16,03-06-16,16-06-16,SNR,207,7,13,20,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR CLUSTER HOUSING,10-11-15,13-11-15,10-12-15,RGS,207,3,27,30,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR SENIOR UNIT,17-06-16,17-06-16,17-06-16,SNR,207,0,0,0,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,02-10-15,09-10-15,18-11-15,RGS,207,7,40,47,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,09-07-15,14-07-15,28-07-15,RGS,207,5,14,19,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,05-02-16,22-02-16,16-03-16,RGS,207,17,23,40,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR APARTMENT,25-11-15,14-12-15,19-01-16,RGS,207,19,36,55,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,17-07-15,23-07-15,28-07-15,RGS,207,6,5,11,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR ATTACHED HOUSING,03-05-16,12-05-16,19-05-16,RGS,207,9,7,16,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DETACHED HOUSE,12-05-16,20-05-16,24-05-16,RGS,207,8,4,12,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR APARTMENT,11-03-16,22-03-16,23-06-16,RGS,207,11,93,104,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,19-06-15,03-07-15,09-07-15,RGS,207,14,6,20,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,19-06-15,29-06-15,10-07-15,RGS,207,10,11,21,TOOWOOMBA,TOOWOOMBA SOUTH
4350,3,3 BR DETACHED HOUSE,24-09-15,02-10-15,16-10-15,RGS,207,8,14,22,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,22-02-16,11-03-16,01-04-16,RGS,207,18,21,39,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR ATTACHED HOUSING,29-03-16,08-04-16,14-04-16,RGS,207,10,6,16,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,29-03-16,04-04-16,24-05-16,RGS,207,6,50,56,TOOWOOMBA,TOOWOOMBA NORTH
4350,2,2 BR DUPLEX,27-04-16,02-06-16,08-06-16,RGS,207,36,6,42,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,21-07-15,10-08-15,14-08-15,RGS,207,20,4,24,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,15-02-16,26-02-16,24-03-16,RGS,207,11,27,38,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,24-09-15,01-10-15,16-10-15,RGS,207,7,15,22,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR DUPLEX,07-07-15,17-07-15,24-07-15,RGS,207,10,7,17,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR SENIOR UNIT,03-03-16,11-03-16,28-04-16,SNR,207,8,48,56,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR SENIOR UNIT,07-10-15,21-10-15,30-10-15,SNR,207,14,9,23,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR APARTMENT,20-01-16,29-01-16,03-05-16,RGS,207,9,95,104,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR APARTMENT,02-02-16,12-02-16,29-02-16,RGS,207,10,17,27,TOOWOOMBA,TOOWOOMBA SOUTH
4350,2,2 BR APARTMENT,08-12-15,16-12-15,18-01-16,RGS,207,8,33,41,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,18-04-16,22-04-16,28-04-16,RGS,207,4,6,10,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,11-05-16,20-05-16,17-06-16,RGS,207,9,28,37,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,28-09-15,07-10-15,28-10-15,AHG,207,9,21,30,TOOWOOMBA,TOOWOOMBA NORTH
4350,3,3 BR DETACHED HOUSE,03-05-16,04-05-16,04-05-16,AHG,207,1,0,1,TOOWOOMBA,TOOWOOMBA NORTH
4350,1,1 BR APARTMENT,24-09-15,01-10-15,25-11-15,RGS,207,7,55,62,TOOWOOMBA,TOOWOOMBA SOUTH
4350,1,1 BR APARTMENT,27-04-16,04-05-16,19-05-16,RGS,207,7,15,22,TOOWOOMBA,TOOWOOMBA SOUTH
4350,4,4 BR DETACHED HOUSE,17-05-16,26-05-16,23-06-16,RGS,207,9,28,37,TOOWOOMBA,TOOWOOMBA SOUTH
4119,2,2 BR ATTACHED HOUSING,21-12-15,18-02-16,25-02-16,RGS,101,59,7,66,LOGAN,WOODRIDGE
4119,2,2 BR ATTACHED HOUSING,15-10-15,26-10-15,30-10-15,RGS,101,11,4,15,LOGAN,WOODRIDGE
4119,2,2 BR ATTACHED HOUSING,08-12-15,18-12-15,24-12-15,RGS,101,10,6,16,LOGAN,WOODRIDGE
4119,1,1 BR SENIOR UNIT,23-03-16,11-04-16,13-05-16,SNR,101,19,32,51,LOGAN,WOODRIDGE
4119,3,3 BR DETACHED HOUSE,06-10-15,16-10-15,20-10-15,RGS,101,10,4,14,LOGAN,WOODRIDGE
4655,3,3 BR DETACHED HOUSE,04-04-16,04-04-16,04-04-16,RGS,213,0,0,0,FRASER COAST,HERVEY BAY
4655,3,3 BR DETACHED HOUSE,26-08-15,14-09-15,18-09-15,RGS,213,19,4,23,FRASER COAST,HERVEY BAY
4655,2,2 BR DUPLEX,11-02-16,15-02-16,15-02-16,RGS,213,4,0,4,FRASER COAST,HERVEY BAY
4655,2,2 BR DUPLEX,27-07-15,27-07-15,28-07-15,RGS,213,0,1,1,FRASER COAST,HERVEY BAY
4655,1,1 BR APARTMENT,04-02-16,22-02-16,30-03-16,RGS,213,18,37,55,FRASER COAST,HERVEY BAY
4655,1,1 BR APARTMENT,01-04-16,12-04-16,14-04-16,RGS,213,11,2,13,FRASER COAST,HERVEY BAY
4655,1,1 BR APARTMENT,27-01-16,09-02-16,09-02-16,RGS,213,13,0,13,FRASER COAST,HERVEY BAY
4655,1,1 BR APARTMENT,16-02-16,04-03-16,08-03-16,RGS,213,17,4,21,FRASER COAST,HERVEY BAY
4655,1,1 BR APARTMENT,13-10-15,26-10-15,27-10-15,RGS,213,13,1,14,FRASER COAST,HERVEY BAY
4655,1,1 BR APARTMENT,07-03-16,18-03-16,18-03-16,RGS,213,11,0,11,FRASER COAST,HERVEY BAY
4655,3,3 BR DETACHED HOUSE,13-11-15,30-11-15,30-11-15,RGS,213,17,0,17,FRASER COAST,HERVEY BAY
4655,4,4 BR DETACHED HOUSE,02-12-15,18-12-15,21-12-15,RGS,213,16,3,19,FRASER COAST,HERVEY BAY
4655,2,2 BR DUPLEX,30-09-15,14-10-15,04-11-15,RGS,213,14,21,35,FRASER COAST,HERVEY BAY
4655,3,3 BR DETACHED HOUSE,05-08-15,07-08-15,07-08-15,RGS,213,2,0,2,FRASER COAST,HERVEY BAY
4165,2,2 BR ATTACHED HOUSING,22-04-16,09-05-16,18-05-16,RGS,106,17,9,26,REDLAND,REDLANDS
4165,3,3 BR DETACHED HOUSE,16-06-15,26-06-15,02-07-15,RGS,106,10,6,16,REDLAND,REDLANDS
4370,1,1 BR SENIOR UNIT,05-05-16,13-05-16,24-06-16,SNR,207,8,42,50,SOUTHERN DOWNS,SOUTHERN DOWNS
4370,1,1 BR SENIOR UNIT,15-01-16,01-03-16,09-03-16,SNR,207,46,8,54,SOUTHERN DOWNS,SOUTHERN DOWNS
4370,3,3 BR DETACHED HOUSE,07-10-15,16-10-15,26-10-15,RGS,207,9,10,19,SOUTHERN DOWNS,SOUTHERN DOWNS
